,Month,City,Continent,Breakfast_Basket_USD
1222,2026-02,Munich,Europe,10.88
1223,2026-03,Munich,Europe,10.85
1224,2025-10,Munich,Europe,10.55
1225,2025-11,Munich,Europe,10.52
1226,2025-12,Munich,Europe,10.97
1227,2026-01,Munich,Europe,10.59
1228,2026-02,Munich,Europe,10.88
1229,2026-03,Munich,Europe,10.85
1230,2025-10,Munich,Europe,10.55
1231,2025-11,Munich,Europe,10.52
1232,2025-12,Munich,Europe,10.97
1233,2026-01,Munich,Europe,10.59
1234,2026-02,Munich,Europe,10.88
1235,2026-03,Munich,Europe,10.85
1236,2025-10,Munich,Europe,10.55
1237,2025-11,Munich,Europe,10.52
1238,2025-12,Munich,Europe,10.97
1239,2026-01,Munich,Europe,10.59
1240,2026-02,Munich,Europe,10.88
1241,2026-03,Munich,Europe,10.85
1242,2025-10,Munich,Europe,10.55
1243,2025-11,Munich,Europe,10.52
1244,2025-12,Munich,Europe,10.97
1245,2026-01,Munich,Europe,10.59
1246,2026-02,Munich,Europe,10.88
1247,2026-03,Munich,Europe,10.85
1248,2025-10,Munich,Europe,10.55
1249,2025-11,Munich,Europe,10.52
1250,2025-12,Munich,Europe,10.97
1251,2026-01,Munich,Europe,10.59
1252,2026-02,Munich,Europe,10.88
1253,2026-03,Munich,Europe,10.85
1254,2025-10,Munich,Europe,10.55
1255,2025-11,Munich,Europe,10.52
1256,2025-12,Munich,Europe,10.97
1257,2026-01,Munich,Europe,10.59
1258,2026-02,Munich,Europe,10.88
1259,2026-03,Munich,Europe,10.85
1260,2025-10,Amsterdam,Europe,11.76
1261,2025-11,Amsterdam,Europe,11.87
1262,2025-12,Amsterdam,Europe,12.01
1263,2026-01,Amsterdam,Europe,11.95
1264,2026-02,Amsterdam,Europe,11.94
1265,2026-03,Amsterdam,Europe,12.05
1266,2025-10,Amsterdam,Europe,11.76
1267,2025-11,Amsterdam,Europe,11.87
1268,2025-12,Amsterdam,Europe,12.01
1269,2026-01,Amsterdam,Europe,11.95
1270,2026-02,Amsterdam,Europe,11.94
1271,2026-03,Amsterdam,Europe,12.05
1272,2025-10,Amsterdam,Europe,11.76
1273,2025-11,Amsterdam,Europe,11.87
1274,2025-12,Amsterdam,Europe,12.01
1275,2026-01,Amsterdam,Europe,11.95
1276,2026-02,Amsterdam,Europe,11.94
1277,2026-03,Amsterdam,Europe,12.05
1278,2025-10,Amsterdam,Europe,11.76
1279,2025-11,Amsterdam,Europe,11.87
1280,2025-12,Amsterdam,Europe,12.01
1281,2026-01,Amsterdam,Europe,11.95
1282,2026-02,Amsterdam,Europe,11.94
1283,2026-03,Amsterdam,Europe,12.05
1284,2025-10,Amsterdam,Europe,11.76
1285,2025-11,Amsterdam,Europe,11.87
1286,2025-12,Amsterdam,Europe,12.01
1287,2026-01,Amsterdam,Europe,11.95
1288,2026-02,Amsterdam,Europe,11.94
1289,2026-03,Amsterdam,Europe,12.05
1290,2025-10,Amsterdam,Europe,11.76
1291,2025-11,Amsterdam,Europe,11.87
1292,2025-12,Amsterdam,Europe,12.01
1293,2026-01,Amsterdam,Europe,11.95
1294,2026-02,Amsterdam,Europe,11.94
1295,2026-03,Amsterdam,Europe,12.05
1296,2025-10,Amsterdam,Europe,11.76
1297,2025-11,Amsterdam,Europe,11.87
1298,2025-12,Amsterdam,Europe,12.01
1299,2026-01,Amsterdam,Europe,11.95
1300,2026-02,Amsterdam,Europe,11.94
1301,2026-03,Amsterdam,Europe,12.05
1302,2025-10,Amsterdam,Europe,11.76
1303,2025-11,Amsterdam,Europe,11.87
1304,2025-12,Amsterdam,Europe,12.01
1305,2026-01,Amsterdam,Europe,11.95
1306,2026-02,Amsterdam,Europe,11.94
1307,2026-03,Amsterdam,Europe,12.05
1308,2025-10,Amsterdam,Europe,11.76
1309,2025-11,Amsterdam,Europe,11.87
1310,2025-12,Amsterdam,Europe,12.01
1311,2026-01,Amsterdam,Europe,11.95
1312,2026-02,Amsterdam,Europe,11.94
1313,2026-03,Amsterdam,Europe,12.05
1314,2025-10,Amsterdam,Europe,11.76
1315,2025-11,Amsterdam,Europe,11.87
1316,2025-12,Amsterdam,Europe,12.01
1317,2026-01,Amsterdam,Europe,11.95
1318,2026-02,Amsterdam,Europe,11.94
1319,2026-03,Amsterdam,Europe,12.05
1320,2025-10,Amsterdam,Europe,11.76
1321,2025-11,Amsterdam,Europe,11.87
1322,2025-12,Amsterdam,Europe,12.01
1323,2026-01,Amsterdam,Europe,11.95
1324,2026-02,Amsterdam,Europe,11.94
1325,2026-03,Amsterdam,Europe,12.05
1326,2025-10,Amsterdam,Europe,11.76
1327,2025-11,Amsterdam,Europe,11.87
1328,2025-12,Amsterdam,Europe,12.01
1329,2026-01,Amsterdam,Europe,11.95
1330,2026-02,Amsterdam,Europe,11.94
1331,2026-03,Amsterdam,Europe,12.05
1332,2025-10,Amsterdam,Europe,11.76
1333,2025-11,Amsterdam,Europe,11.87
1334,2025-12,Amsterdam,Europe,12.01
1335,2026-01,Amsterdam,Europe,11.95
1336,2026-02,Amsterdam,Europe,11.94
1337,2026-03,Amsterdam,Europe,12.05
1338,2025-10,Amsterdam,Europe,11.76
1339,2025-11,Amsterdam,Europe,11.87
1340,2025-12,Amsterdam,Europe,12.01
1341,2026-01,Amsterdam,Europe,11.95
1342,2026-02,Amsterdam,Europe,11.94
1343,2026-03,Amsterdam,Europe,12.05
1344,2025-10,Madrid,Europe,8.47
1345,2025-11,Madrid,Europe,8.34
1346,2025-12,Madrid,Europe,8.66
1347,2026-01,Madrid,Europe,8.56
1348,2026-02,Madrid,Europe,8.67
1349,2026-03,Madrid,Europe,8.71
1350,2025-10,Madrid,Europe,8.47
1351,2025-11,Madrid,Europe,8.34
1352,2025-12,Madrid,Europe,8.66
1353,2026-01,Madrid,Europe,8.56
1354,2026-02,Madrid,Europe,8.67
1355,2026-03,Madrid,Europe,8.71
1356,2025-10,Madrid,Europe,8.47
1357,2025-11,Madrid,Europe,8.34
1358,2025-12,Madrid,Europe,8.66
1359,2026-01,Madrid,Europe,8.56
1360,2026-02,Madrid,Europe,8.67
1361,2026-03,Madrid,Europe,8.71
1362,2025-10,Madrid,Europe,8.47
1363,2025-11,Madrid,Europe,8.34
1364,2025-12,Madrid,Europe,8.66
1365,2026-01,Madrid,Europe,8.56
1366,2026-02,Madrid,Europe,8.67
1367,2026-03,Madrid,Europe,8.71
1368,2025-10,Madrid,Europe,8.47
1369,2025-11,Madrid,Europe,8.34
1370,2025-12,Madrid,Europe,8.66
1371,2026-01,Madrid,Europe,8.56
1372,2026-02,Madrid,Europe,8.67
1373,2026-03,Madrid,Europe,8.71
1374,2025-10,Madrid,Europe,8.47
1375,2025-11,Madrid,Europe,8.34
1376,2025-12,Madrid,Europe,8.66
1377,2026-01,Madrid,Europe,8.56
1378,2026-02,Madrid,Europe,8.67
1379,2026-03,Madrid,Europe,8.71
1380,2025-10,Madrid,Europe,8.47
1381,2025-11,Madrid,Europe,8.34
1382,2025-12,Madrid,Europe,8.66
1383,2026-01,Madrid,Europe,8.56
1384,2026-02,Madrid,Europe,8.67
1385,2026-03,Madrid,Europe,8.71
1386,2025-10,Madrid,Europe,8.47
1387,2025-11,Madrid,Europe,8.34
1388,2025-12,Madrid,Europe,8.66
1389,2026-01,Madrid,Europe,8.56
1390,2026-02,Madrid,Europe,8.67
1391,2026-03,Madrid,Europe,8.71
1392,2025-10,Madrid,Europe,8.47
1393,2025-11,Madrid,Europe,8.34
1394,2025-12,Madrid,Europe,8.66
1395,2026-01,Madrid,Europe,8.56
1396,2026-02,Madrid,Europe,8.67
1397,2026-03,Madrid,Europe,8.71
1398,2025-10,Madrid,Europe,8.47
1399,2025-11,Madrid,Europe,8.34
1400,2025-12,Madrid,Europe,8.66
1401,2026-01,Madrid,Europe,8.56
1402,2026-02,Madrid,Europe,8.67
1403,2026-03,Madrid,Europe,8.71
1404,2025-10,Madrid,Europe,8.47
1405,2025-11,Madrid,Europe,8.34
1406,2025-12,Madrid,Europe,8.66
1407,2026-01,Madrid,Europe,8.56
1408,2026-02,Madrid,Europe,8.67
1409,2026-03,Madrid,Europe,8.71
1410,2025-10,Madrid,Europe,8.47
1411,2025-11,Madrid,Europe,8.34
1412,2025-12,Madrid,Europe,8.66
1413,2026-01,Madrid,Europe,8.56
1414,2026-02,Madrid,Europe,8.67
1415,2026-03,Madrid,Europe,8.71
1416,2025-10,Madrid,Europe,8.47
1417,2025-11,Madrid,Europe,8.34
1418,2025-12,Madrid,Europe,8.66
1419,2026-01,Madrid,Europe,8.56
1420,2026-02,Madrid,Europe,8.67
1421,2026-03,Madrid,Europe,8.71
1422,2025-10,Madrid,Europe,8.47
1423,2025-11,Madrid,Europe,8.34
1424,2025-12,Madrid,Europe,8.66
1425,2026-01,Madrid,Europe,8.56
1426,2026-02,Madrid,Europe,8.67
1427,2026-03,Madrid,Europe,8.71
1428,2025-10,Barcelona,Europe,8.47
1429,2025-11,Barcelona,Europe,8.67
1430,2025-12,Barcelona,Europe,8.91
1431,2026-01,Barcelona,Europe,8.87
1432,2026-02,Barcelona,Europe,9.02
1433,2026-03,Barcelona,Europe,8.88
1434,2025-10,Barcelona,Europe,8.47
1435,2025-11,Barcelona,Europe,8.67
1436,2025-12,Barcelona,Europe,8.91
1437,2026-01,Barcelona,Europe,8.87
1438,2026-02,Barcelona,Europe,9.02
1439,2026-03,Barcelona,Europe,8.88
1440,2025-10,Barcelona,Europe,8.47
1441,2025-11,Barcelona,Europe,8.67
1442,2025-12,Barcelona,Europe,8.91
1443,2026-01,Barcelona,Europe,8.87
1444,2026-02,Barcelona,Europe,9.02
1445,2026-03,Barcelona,Europe,8.88
1446,2025-10,Barcelona,Europe,8.47
1447,2025-11,Barcelona,Europe,8.67
1448,2025-12,Barcelona,Europe,8.91
1449,2026-01,Barcelona,Europe,8.87
1450,2026-02,Barcelona,Europe,9.02
1451,2026-03,Barcelona,Europe,8.88
1452,2025-10,Barcelona,Europe,8.47
1453,2025-11,Barcelona,Europe,8.67
1454,2025-12,Barcelona,Europe,8.91
1455,2026-01,Barcelona,Europe,8.87
1456,2026-02,Barcelona,Europe,9.02
1457,2026-03,Barcelona,Europe,8.88
1458,2025-10,Barcelona,Europe,8.47
1459,2025-11,Barcelona,Europe,8.67
1460,2025-12,Barcelona,Europe,8.91
1461,2026-01,Barcelona,Europe,8.87
1462,2026-02,Barcelona,Europe,9.02
1463,2026-03,Barcelona,Europe,8.88
1464,2025-10,Barcelona,Europe,8.47
1465,2025-11,Barcelona,Europe,8.67
1466,2025-12,Barcelona,Europe,8.91
1467,2026-01,Barcelona,Europe,8.87
1468,2026-02,Barcelona,Europe,9.02
1469,2026-03,Barcelona,Europe,8.88
1470,2025-10,Barcelona,Europe,8.47
1471,2025-11,Barcelona,Europe,8.67
1472,2025-12,Barcelona,Europe,8.91
1473,2026-01,Barcelona,Europe,8.87
1474,2026-02,Barcelona,Europe,9.02
1475,2026-03,Barcelona,Europe,8.88
1476,2025-10,Barcelona,Europe,8.47
1477,2025-11,Barcelona,Europe,8.67
1478,2025-12,Barcelona,Europe,8.91
1479,2026-01,Barcelona,Europe,8.87
1480,2026-02,Barcelona,Europe,9.02
1481,2026-03,Barcelona,Europe,8.88
1482,2025-10,Barcelona,Europe,8.47
1483,2025-11,Barcelona,Europe,8.67
1484,2025-12,Barcelona,Europe,8.91
1485,2026-01,Barcelona,Europe,8.87
1486,2026-02,Barcelona,Europe,9.02
1487,2026-03,Barcelona,Europe,8.88
1488,2025-10,Barcelona,Europe,8.47
1489,2025-11,Barcelona,Europe,8.67
1490,2025-12,Barcelona,Europe,8.91
1491,2026-01,Barcelona,Europe,8.87
1492,2026-02,Barcelona,Europe,9.02
1493,2026-03,Barcelona,Europe,8.88
1494,2025-10,Barcelona,Europe,8.47
1495,2025-11,Barcelona,Europe,8.67
1496,2025-12,Barcelona,Europe,8.91
1497,2026-01,Barcelona,Europe,8.87
1498,2026-02,Barcelona,Europe,9.02
1499,2026-03,Barcelona,Europe,8.88
1500,2025-10,Barcelona,Europe,8.47
1501,2025-11,Barcelona,Europe,8.67
1502,2025-12,Barcelona,Europe,8.91
1503,2026-01,Barcelona,Europe,8.87
1504,2026-02,Barcelona,Europe,9.02
1505,2026-03,Barcelona,Europe,8.88
1506,2025-10,Barcelona,Europe,8.47
1507,2025-11,Barcelona,Europe,8.67
1508,2025-12,Barcelona,Europe,8.91
1509,2026-01,Barcelona,Europe,8.87
1510,2026-02,Barcelona,Europe,9.02
1511,2026-03,Barcelona,Europe,8.88
1512,2025-10,Rome,Europe,11.92
1513,2025-11,Rome,Europe,11.98
1514,2025-12,Rome,Europe,12.02
1515,2026-01,Rome,Europe,12.07
1516,2026-02,Rome,Europe,12.01
1517,2026-03,Rome,Europe,12.09
1518,2025-10,Rome,Europe,11.92
1519,2025-11,Rome,Europe,11.98
1520,2025-12,Rome,Europe,12.02
1521,2026-01,Rome,Europe,12.07
1522,2026-02,Rome,Europe,12.01
1523,2026-03,Rome,Europe,12.09
1524,2025-10,Rome,Europe,11.92
1525,2025-11,Rome,Europe,11.98
1526,2025-12,Rome,Europe,12.02
1527,2026-01,Rome,Europe,12.07
1528,2026-02,Rome,Europe,12.01
1529,2026-03,Rome,Europe,12.09
1530,2025-10,Rome,Europe,11.92
1531,2025-11,Rome,Europe,11.98
1532,2025-12,Rome,Europe,12.02
1533,2026-01,Rome,Europe,12.07
1534,2026-02,Rome,Europe,12.01
1535,2026-03,Rome,Europe,12.09
1536,2025-10,Rome,Europe,11.92
1537,2025-11,Rome,Europe,11.98
1538,2025-12,Rome,Europe,12.02
1539,2026-01,Rome,Europe,12.07
1540,2026-02,Rome,Europe,12.01
1541,2026-03,Rome,Europe,12.09
1542,2025-10,Rome,Europe,11.92
1543,2025-11,Rome,Europe,11.98
1544,2025-12,Rome,Europe,12.02
1545,2026-01,Rome,Europe,12.07
1546,2026-02,Rome,Europe,12.01
1547,2026-03,Rome,Europe,12.09
1548,2025-10,Rome,Europe,11.92
1549,2025-11,Rome,Europe,11.98
1550,2025-12,Rome,Europe,12.02
1551,2026-01,Rome,Europe,12.07
1552,2026-02,Rome,Europe,12.01
1553,2026-03,Rome,Europe,12.09
1554,2025-10,Rome,Europe,11.92
1555,2025-11,Rome,Europe,11.98
1556,2025-12,Rome,Europe,12.02
1557,2026-01,Rome,Europe,12.07
1558,2026-02,Rome,Europe,12.01
1559,2026-03,Rome,Europe,12.09
1560,2025-10,Rome,Europe,11.92
1561,2025-11,Rome,Europe,11.98
1562,2025-12,Rome,Europe,12.02
1563,2026-01,Rome,Europe,12.07
1564,2026-02,Rome,Europe,12.01
1565,2026-03,Rome,Europe,12.09
1566,2025-10,Rome,Europe,11.92
1567,2025-11,Rome,Europe,11.98
1568,2025-12,Rome,Europe,12.02
1569,2026-01,Rome,Europe,12.07
1570,2026-02,Rome,Europe,12.01
1571,2026-03,Rome,Europe,12.09
1572,2025-10,Rome,Europe,11.92
1573,2025-11,Rome,Europe,11.98
1574,2025-12,Rome,Europe,12.02
1575,2026-01,Rome,Europe,12.07
1576,2026-02,Rome,Europe,12.01
1577,2026-03,Rome,Europe,12.09
1578,2025-10,Rome,Europe,11.92
1579,2025-11,Rome,Europe,11.98
1580,2025-12,Rome,Europe,12.02
1581,2026-01,Rome,Europe,12.07
1582,2026-02,Rome,Europe,12.01
1583,2026-03,Rome,Europe,12.09
1584,2025-10,Rome,Europe,11.92
1585,2025-11,Rome,Europe,11.98
1586,2025-12,Rome,Europe,12.02
1587,2026-01,Rome,Europe,12.07
1588,2026-02,Rome,Europe,12.01
1589,2026-03,Rome,Europe,12.09
1590,2025-10,Rome,Europe,11.92
1591,2025-11,Rome,Europe,11.98
1592,2025-12,Rome,Europe,12.02
1593,2026-01,Rome,Europe,12.07
1594,2026-02,Rome,Europe,12.01
1595,2026-03,Rome,Europe,12.09
1596,2025-10,Milan,Europe,12.06
1597,2025-11,Milan,Europe,12.28
1598,2025-12,Milan,Europe,12.4
1599,2026-01,Milan,Europe,12.56
1600,2026-02,Milan,Europe,12.5
1601,2026-03,Milan,Europe,12.65
1602,2025-10,Milan,Europe,12.06
1603,2025-11,Milan,Europe,12.28
1604,2025-12,Milan,Europe,12.4
1605,2026-01,Milan,Europe,12.56
1606,2026-02,Milan,Europe,12.5
1607,2026-03,Milan,Europe,12.65
1608,2025-10,Milan,Europe,12.06
1609,2025-11,Milan,Europe,12.28
1610,2025-12,Milan,Europe,12.4
1611,2026-01,Milan,Europe,12.56
1612,2026-02,Milan,Europe,12.5
1613,2026-03,Milan,Europe,12.65
1614,2025-10,Milan,Europe,12.06
1615,2025-11,Milan,Europe,12.28
1616,2025-12,Milan,Europe,12.4
1617,2026-01,Milan,Europe,12.56
1618,2026-02,Milan,Europe,12.5
1619,2026-03,Milan,Europe,12.65
1620,2025-10,Milan,Europe,12.06
1621,2025-11,Milan,Europe,12.28
1622,2025-12,Milan,Europe,12.4
1623,2026-01,Milan,Europe,12.56
1624,2026-02,Milan,Europe,12.5
1625,2026-03,Milan,Europe,12.65
1626,2025-10,Milan,Europe,12.06
1627,2025-11,Milan,Europe,12.28
1628,2025-12,Milan,Europe,12.4
1629,2026-01,Milan,Europe,12.56
1630,2026-02,Milan,Europe,12.5
1631,2026-03,Milan,Europe,12.65
1632,2025-10,Milan,Europe,12.06
1633,2025-11,Milan,Europe,12.28
1634,2025-12,Milan,Europe,12.4
1635,2026-01,Milan,Europe,12.56
1636,2026-02,Milan,Europe,12.5
1637,2026-03,Milan,Europe,12.65
1638,2025-10,Milan,Europe,12.06
1639,2025-11,Milan,Europe,12.28
1640,2025-12,Milan,Europe,12.4
1641,2026-01,Milan,Europe,12.56
1642,2026-02,Milan,Europe,12.5
1643,2026-03,Milan,Europe,12.65
1644,2025-10,Milan,Europe,12.06
1645,2025-11,Milan,Europe,12.28
1646,2025-12,Milan,Europe,12.4
1647,2026-01,Milan,Europe,12.56
1648,2026-02,Milan,Europe,12.5
1649,2026-03,Milan,Europe,12.65
1650,2025-10,Milan,Europe,12.06
1651,2025-11,Milan,Europe,12.28
1652,2025-12,Milan,Europe,12.4
1653,2026-01,Milan,Europe,12.56
1654,2026-02,Milan,Europe,12.5
1655,2026-03,Milan,Europe,12.65
1656,2025-10,Milan,Europe,12.06
1657,2025-11,Milan,Europe,12.28
1658,2025-12,Milan,Europe,12.4
1659,2026-01,Milan,Europe,12.56
1660,2026-02,Milan,Europe,12.5
1661,2026-03,Milan,Europe,12.65
1662,2025-10,Milan,Europe,12.06
1663,2025-11,Milan,Europe,12.28
1664,2025-12,Milan,Europe,12.4
1665,2026-01,Milan,Europe,12.56
1666,2026-02,Milan,Europe,12.5
1667,2026-03,Milan,Europe,12.65
1668,2025-10,Milan,Europe,12.06
1669,2025-11,Milan,Europe,12.28
1670,2025-12,Milan,Europe,12.4
1671,2026-01,Milan,Europe,12.56
1672,2026-02,Milan,Europe,12.5
1673,2026-03,Milan,Europe,12.65
1674,2025-10,Milan,Europe,12.06
1675,2025-11,Milan,Europe,12.28
1676,2025-12,Milan,Europe,12.4
1677,2026-01,Milan,Europe,12.56
1678,2026-02,Milan,Europe,12.5
1679,2026-03,Milan,Europe,12.65
1680,2025-10,Zurich,Europe,17.6
1681,2025-11,Zurich,Europe,17.95
1682,2025-12,Zurich,Europe,18.34
1683,2026-01,Zurich,Europe,17.94
1684,2026-02,Zurich,Europe,18.23
1685,2026-03,Zurich,Europe,18.15
1686,2025-10,Zurich,Europe,17.6
1687,2025-11,Zurich,Europe,17.95
1688,2025-12,Zurich,Europe,18.34
1689,2026-01,Zurich,Europe,17.94
1690,2026-02,Zurich,Europe,18.23
1691,2026-03,Zurich,Europe,18.15
1692,2025-10,Zurich,Europe,17.6
1693,2025-11,Zurich,Europe,17.95
1694,2025-12,Zurich,Europe,18.34
1695,2026-01,Zurich,Europe,17.94
1696,2026-02,Zurich,Europe,18.23
1697,2026-03,Zurich,Europe,18.15
1698,2025-10,Zurich,Europe,17.6
1699,2025-11,Zurich,Europe,17.95
1700,2025-12,Zurich,Europe,18.34
1701,2026-01,Zurich,Europe,17.94
1702,2026-02,Zurich,Europe,18.23
1703,2026-03,Zurich,Europe,18.15
1704,2025-10,Zurich,Europe,17.6
1705,2025-11,Zurich,Europe,17.95
1706,2025-12,Zurich,Europe,18.34
1707,2026-01,Zurich,Europe,17.94
1708,2026-02,Zurich,Europe,18.23
1709,2026-03,Zurich,Europe,18.15
1710,2025-10,Zurich,Europe,17.6
1711,2025-11,Zurich,Europe,17.95
1712,2025-12,Zurich,Europe,18.34
1713,2026-01,Zurich,Europe,17.94
1714,2026-02,Zurich,Europe,18.23
1715,2026-03,Zurich,Europe,18.15
1716,2025-10,Zurich,Europe,17.6
1717,2025-11,Zurich,Europe,17.95
1718,2025-12,Zurich,Europe,18.34
1719,2026-01,Zurich,Europe,17.94
1720,2026-02,Zurich,Europe,18.23
1721,2026-03,Zurich,Europe,18.15
1722,2025-10,Zurich,Europe,17.6
1723,2025-11,Zurich,Europe,17.95
1724,2025-12,Zurich,Europe,18.34
1725,2026-01,Zurich,Europe,17.94
1726,2026-02,Zurich,Europe,18.23
1727,2026-03,Zurich,Europe,18.15
1728,2025-10,Zurich,Europe,17.6
1729,2025-11,Zurich,Europe,17.95
1730,2025-12,Zurich,Europe,18.34
1731,2026-01,Zurich,Europe,17.94
1732,2026-02,Zurich,Europe,18.23
1733,2026-03,Zurich,Europe,18.15
1734,2025-10,Zurich,Europe,17.6
1735,2025-11,Zurich,Europe,17.95
1736,2025-12,Zurich,Europe,18.34
1737,2026-01,Zurich,Europe,17.94
1738,2026-02,Zurich,Europe,18.23
1739,2026-03,Zurich,Europe,18.15
1740,2025-10,Zurich,Europe,17.6
1741,2025-11,Zurich,Europe,17.95
1742,2025-12,Zurich,Europe,18.34
1743,2026-01,Zurich,Europe,17.94
1744,2026-02,Zurich,Europe,18.23
1745,2026-03,Zurich,Europe,18.15
1746,2025-10,Zurich,Europe,17.6
1747,2025-11,Zurich,Europe,17.95
1748,2025-12,Zurich,Europe,18.34
1749,2026-01,Zurich,Europe,17.94
1750,2026-02,Zurich,Europe,18.23
1751,2026-03,Zurich,Europe,18.15
1752,2025-10,Zurich,Europe,17.6
1753,2025-11,Zurich,Europe,17.95
1754,2025-12,Zurich,Europe,18.34
1755,2026-01,Zurich,Europe,17.94
1756,2026-02,Zurich,Europe,18.23
1757,2026-03,Zurich,Europe,18.15
1758,2025-10,Zurich,Europe,17.6
1759,2025-11,Zurich,Europe,17.95
1760,2025-12,Zurich,Europe,18.34
1761,2026-01,Zurich,Europe,17.94
1762,2026-02,Zurich,Europe,18.23
1763,2026-03,Zurich,Europe,18.15
1764,2025-10,Vienna,Europe,12.96
1765,2025-11,Vienna,Europe,13.13
1766,2025-12,Vienna,Europe,13.27
1767,2026-01,Vienna,Europe,13.13
1768,2026-02,Vienna,Europe,13.25
1769,2026-03,Vienna,Europe,13.18
1770,2025-10,Vienna,Europe,12.96
1771,2025-11,Vienna,Europe,13.13
1772,2025-12,Vienna,Europe,13.27
1773,2026-01,Vienna,Europe,13.13
1774,2026-02,Vienna,Europe,13.25
1775,2026-03,Vienna,Europe,13.18
1776,2025-10,Vienna,Europe,12.96
1777,2025-11,Vienna,Europe,13.13
1778,2025-12,Vienna,Europe,13.27
1779,2026-01,Vienna,Europe,13.13
1780,2026-02,Vienna,Europe,13.25
1781,2026-03,Vienna,Europe,13.18
1782,2025-10,Vienna,Europe,12.96
1783,2025-11,Vienna,Europe,13.13
1784,2025-12,Vienna,Europe,13.27
1785,2026-01,Vienna,Europe,13.13
1786,2026-02,Vienna,Europe,13.25
1787,2026-03,Vienna,Europe,13.18
1788,2025-10,Vienna,Europe,12.96
1789,2025-11,Vienna,Europe,13.13
1790,2025-12,Vienna,Europe,13.27
1791,2026-01,Vienna,Europe,13.13
1792,2026-02,Vienna,Europe,13.25
1793,2026-03,Vienna,Europe,13.18
1794,2025-10,Vienna,Europe,12.96
1795,2025-11,Vienna,Europe,13.13
1796,2025-12,Vienna,Europe,13.27
1797,2026-01,Vienna,Europe,13.13
1798,2026-02,Vienna,Europe,13.25
1799,2026-03,Vienna,Europe,13.18
1800,2025-10,Vienna,Europe,12.96
1801,2025-11,Vienna,Europe,13.13
1802,2025-12,Vienna,Europe,13.27
1803,2026-01,Vienna,Europe,13.13
1804,2026-02,Vienna,Europe,13.25
1805,2026-03,Vienna,Europe,13.18
1806,2025-10,Vienna,Europe,12.96
1807,2025-11,Vienna,Europe,13.13
1808,2025-12,Vienna,Europe,13.27
1809,2026-01,Vienna,Europe,13.13
1810,2026-02,Vienna,Europe,13.25
1811,2026-03,Vienna,Europe,13.18
1812,2025-10,Vienna,Europe,12.96
1813,2025-11,Vienna,Europe,13.13
1814,2025-12,Vienna,Europe,13.27
1815,2026-01,Vienna,Europe,13.13
1816,2026-02,Vienna,Europe,13.25
1817,2026-03,Vienna,Europe,13.18
1818,2025-10,Vienna,Europe,12.96
1819,2025-11,Vienna,Europe,13.13
1820,2025-12,Vienna,Europe,13.27
1821,2026-01,Vienna,Europe,13.13
1822,2026-02,Vienna,Europe,13.25
1823,2026-03,Vienna,Europe,13.18
1824,2025-10,Vienna,Europe,12.96
1825,2025-11,Vienna,Europe,13.13
1826,2025-12,Vienna,Europe,13.27
1827,2026-01,Vienna,Europe,13.13
1828,2026-02,Vienna,Europe,13.25
1829,2026-03,Vienna,Europe,13.18
1830,2025-10,Vienna,Europe,12.96
1831,2025-11,Vienna,Europe,13.13
1832,2025-12,Vienna,Europe,13.27
1833,2026-01,Vienna,Europe,13.13
1834,2026-02,Vienna,Europe,13.25
1835,2026-03,Vienna,Europe,13.18
1836,2025-10,Vienna,Europe,12.96
1837,2025-11,Vienna,Europe,13.13
1838,2025-12,Vienna,Europe,13.27
1839,2026-01,Vienna,Europe,13.13
1840,2026-02,Vienna,Europe,13.25
1841,2026-03,Vienna,Europe,13.18
1842,2025-10,Vienna,Europe,12.96
1843,2025-11,Vienna,Europe,13.13
1844,2025-12,Vienna,Europe,13.27
1845,2026-01,Vienna,Europe,13.13
1846,2026-02,Vienna,Europe,13.25
1847,2026-03,Vienna,Europe,13.18
1848,2025-10,Brussels,Europe,10.49
1849,2025-11,Brussels,Europe,10.76
1850,2025-12,Brussels,Europe,10.64
1851,2026-01,Brussels,Europe,10.74
1852,2026-02,Brussels,Europe,11.09
1853,2026-03,Brussels,Europe,10.86
1854,2025-10,Brussels,Europe,10.49
1855,2025-11,Brussels,Europe,10.76
1856,2025-12,Brussels,Europe,10.64
1857,2026-01,Brussels,Europe,10.74
1858,2026-02,Brussels,Europe,11.09
1859,2026-03,Brussels,Europe,10.86
1860,2025-10,Brussels,Europe,10.49
1861,2025-11,Brussels,Europe,10.76
1862,2025-12,Brussels,Europe,10.64
1863,2026-01,Brussels,Europe,10.74
1864,2026-02,Brussels,Europe,11.09
1865,2026-03,Brussels,Europe,10.86
1866,2025-10,Brussels,Europe,10.49
1867,2025-11,Brussels,Europe,10.76
1868,2025-12,Brussels,Europe,10.64
1869,2026-01,Brussels,Europe,10.74
1870,2026-02,Brussels,Europe,11.09
1871,2026-03,Brussels,Europe,10.86
1872,2025-10,Brussels,Europe,10.49
1873,2025-11,Brussels,Europe,10.76
1874,2025-12,Brussels,Europe,10.64
1875,2026-01,Brussels,Europe,10.74
1876,2026-02,Brussels,Europe,11.09
1877,2026-03,Brussels,Europe,10.86
1878,2025-10,Brussels,Europe,10.49
1879,2025-11,Brussels,Europe,10.76
1880,2025-12,Brussels,Europe,10.64
1881,2026-01,Brussels,Europe,10.74
1882,2026-02,Brussels,Europe,11.09
1883,2026-03,Brussels,Europe,10.86
1884,2025-10,Brussels,Europe,10.49
